Unnamed: 0,title,author,published_date,published_date_precision,link,clean_url,excerpt,abstract,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id,Unnamed: 20,Unnamed: 21,Category
11,Crime rates have more to do with social factors than number of police officers,John Sewell,4/1/23 6:00,full,https://www.thestar.com/opinion/contributors/2023/04/01/crime-rates-have-more-to-do-with-social-factors-than-number-of-police-officers.html,thestar.com,"Evidence suggests that rates of crime have nothing whatsoever to do with the number of police officers. It uses the term 'severe crime' as something which involves a prison sentence to differentiate it from lesser crimes. In Winnipeg there are 184 officers for every 100,000 residents and the rate of severe crime is 113 persons for every 100,000 residents.","One pervasive urban myth is that more police officers will mean there will be less crime.

Premier Doug Ford embraced this myth as his response to recent violent incidents on the TTC, stating we need more police officers in Toronto to deal with these incidents. But there is no evidence to support this statement. Evidence suggests that rates of crime have nothing whatsoever to do with the number of police officers.

Here's the data from Statistics Canada, which compiles the data supplied by police across the country.","© Copyright 1996 - 2020 Toronto Star Newspapers Limited. All Rights Reserved , http://www.thestar.com/terms",748,news,CA,en,"Contributor,John Sewell",https://images.thestar.com/WYnkrGkHRTHYBbYJluMiTC9qU8s=/1200x800/smart/filters:cb(1680210918854):format(webp)/https://www.thestar.com/content/dam/thestar/opinion/contributors/2023/04/01/crime-rates-have-more-to-do-with-social-factors-than-number-of-police-officers/police9.jpg,True,@TorontoStar,9.610347,bc4a822a8ed850faf2e15a3ff75eb9cd,,,Crime
12,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,Benzinga,4/1/23 14:14,full,https://www.einnews.com/pr_news/625549364/mcgruff-the-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo,einnews.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the","The iconic crime dog shares his beauty secrets with the world

WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog ® launch a new dog shampoo beauty line, ""Barking Beauty"".

The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.

""We keep hearing it. Everyone wants McGruff back,"" said Paul DelPonte, Executive Director at the National Crime Prevention Council.",einnews.com,3825,news,UA,en,"Benzinga,EIN News",https://www.benzinga.com/next-assets/images/schema-image-default.png,False,,9.602031,140911357919b8eb472ae2f7c1136ab4,,,Crime
14,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,PRNewswire,4/1/23 13:00,full,https://www.benzinga.com/pressreleases/23/04/n31622086/mcgruff-the-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo,benzinga.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog® launch a new dog shampoo beauty line,","The iconic crime dog shares his beauty secrets with the world

WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog ® launch a new dog shampoo beauty line, ""Barking Beauty"".

The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.

""We keep hearing it. Everyone wants McGruff back,"" said Paul DelPonte, Executive Director at the National Crime Prevention Council.",benzinga.com,1933,news,US,en,PRNewswire,https://www.benzinga.com/next-assets/images/schema-image-default.png,False,@benzinga,9.567213,eb4fc4efd4c0c87a432c626afaef37c3,,,Crime
15,New economic crime clampdown ‘just smoke and mirrors' – Hodge,Henry Saker-Clark,3/30/23 13:59,full,https://www.independent.co.uk/business/new-economic-crime-clampdown-just-smoke-and-mirrors-hodge-b2311013.html,independent.co.uk,"The Economic Crime Plan 2, which had been originally set for launch last year, will see an extra 475 new financial crime investigators recruited.","The 
Government
 has a launched a new three-year plan to crack down on money laundering and economic crime.
However, it has faced accusations by opposition 
MPs
 that the delayed strategy is 'just smoke and mirrors' and lacks necessary resources.
The 
Royal United Services Institute
 (RUSI) also said plans to grow the police force dealing with economic crime were still 'not enough to stem a multi-jurisdictional, multi-billion pound threat'.
The Economic Crime Plan 2, which had been originally set for launch last year, will see an extra 475 new financial crime investigators recruited to boost the police response to the issue.","Copyright 2023, ESI Media Ltd",159,news,GB,en,Henry Saker-Clark,https://static.independent.co.uk/2023/03/30/15/6890796d10dfe3b9c69be64c231d772dY29udGVudHNlYXJjaGFwaSwxNjgwMjcwMzkx-2.34653057.jpg?quality=75&width=1200&auto=webp,False,@Independent,9.5575695,bcf87e068393c5b92e481e6e55ef9561,,,Crime
16,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,,4/1/23 0:00,date,https://www.hawaiinewsnow.com/prnewswire/2023/04/01/mcgruff-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo/,hawaiinewsnow.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog® launch a new dog shampoo beauty…","The iconic crime dog shares his beauty secrets with the world 
WASHINGTON
, 
April 1, 2023
 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog
®
 launch a new dog shampoo beauty line, ""Barking Beauty"".
ncpc.org (PRNewsfoto/National Crime Prevention Counc)
(PRNewswire)
The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.",hawaiinewsnow.com,5663,news,US,en,,https://www.hawaiinewsnow.com/pf/resources/images/logo-icons/khnl.svg?d=325,False,@hawaiinewsnow,9.553183,bf56512fc93674de9f205b5668fd71ab,,,Crime
18,DC Official Claims Crime 'Is Not' a Crisis After Rand Paul Staffer Stabbing,Wendell Husebø,3/29/23 18:48,full,https://www.breitbart.com/crime/2023/03/29/dc-official-claims-district-crime-not-crisis-after-rand-paul-staffer-stabbing/,breitbart.com,"Washington, DC, Councilman Phil Mendelson testified before Congress on Wednesday that the soaring crime rate in the District is not a crisis.","Days after Sen. Rand Paul's (R-KY) staffer was brutally stabbed over the weekend, Washington, DC, Council Chairman Phil Mendelson testified before Congress on Wednesday that the soaring crime rate in the district is not a crisis.


Overall crime has soared across the district by 22 percent since 2022, D.C. crime 
statistics
 from Wednesday show. Sex abuse is up 110 percent. Homicides are up 19 percent. Property crime is up 27 percent, and motor vehicle theft has soared 108 percent.






Mendelson 
dismissed
 soaring crime statistics by claiming before House Oversight Committee, 'There is not a crime crisis in Washington, DC.",breitbart.com,1462,news,US,en,Wendell Husebø,https://media.breitbart.com/media/2023/03/GettyImages-1249891972-640x335.png,False,@BreitbartNews,9.541269,a3c5e0d8598b48d1111c3725e20d41e5,,,Crime
19,Trump's the ham sandwich in Bragg's Banana Republic,Charles Hurt,4/5/23 11:35,full,https://www.washingtontimes.com/news/2023/apr/5/trumps-ham-sandwich-in-braggs-banana-republic/,washingtontimes.com,"Manhattan District Attorney Alvin Bragg wants you to know that he takes 'white-collar crime' very, very seriously.","Manhattan District Attorney Alvin Bragg wants you to know that he takes 'white-collar crime' very, very seriously.

'True and accurate business records are important everywhere, to be sure. They are all the more important in Manhattan — the financial center of the world,' he said this week. 'That is why we have a history in the Manhattan DA's office of vigorously enforcing white-collar crime.'

Mr. Bragg is so serious about taking 'white-collar crime' very, very seriously that he has charged former President Donald Trump with 34 counts of 'white collar crime.",washingtontimes.com,907,news,US,en,"Charles Hurt,The Washington Times Https",https://twt-thumbs.washtimes.com/media/image/2023/04/05/Trump_Indictment_13936_c0-127-3042-1901_s1200x700.jpg?a37e8331c3b9382eeb570afc260e49c46359666f,True,@washtimes,9.528601,8331b09bf059f1358b4e9cf6c624a14e,,,Crime
20,New economic crime clampdown 'just smoke and mirrors' – Hodge,Henry Saker-Clark,3/30/23 14:05,full,https://www.irishnews.com/news/uknews/2023/03/30/news/new_economic_crime_clampdown_just_smoke_and_mirrors_hodge-3175964,irishnews.com,"The Economic Crime Plan 2, which had been originally set for launch last year, will see an extra 475 new financial crime investigators recruited.","The Government has a launched a new three-year plan to crack down on money laundering and economic crime.

However, it has faced accusations by opposition MPs that the delayed strategy is 'just smoke and mirrors' and lacks necessary resources.

The Royal United Services Institute (RUSI) also said plans to grow the police force dealing with economic crime were still 'not enough to stem a multi-jurisdictional, multi-billion pound threat'.

The Economic Crime Plan 2, which had been originally set for launch last year, will see an extra 475 new financial crime investigators recruited to boost the police response to the issue.",irishnews.com,8156,news,GB,en,"Henry Saker-Clark,PA Deputy Business Editor",https://binaries.irishnews.com/2023/03/30/140425835-ae09b839-8202-40cf-a8e7-78234757c89a.jpg,False,@irish_news,9.515085,a63aa25e31befeb7d37a4125e082ad80,,,Crime
21,New economic crime clampdown ‘just smoke and mirrors' – Hodge,Pa News,3/30/23 12:59,full,https://www.kentonline.co.uk/news/national/new-economic-crime-clampdown-just-smoke-and-mirrors-hodge-84964/,kentonline.co.uk,"The Economic Crime Plan 2, which had been originally set for launch last year, will see an extra 475 new financial crime investigators recruited.","The Government has a launched a new three-year plan to crack down on economic crime (Dominic Lipinski/PA)
The Government has a launched a new three-year plan to crack down on money laundering and economic crime.
However, it has faced accusations by opposition MPs that the delayed strategy is 'just smoke and mirrors' and lacks necessary resources.
 
 
 
The Royal United Services Institute (RUSI) also said plans to grow the police force dealing with economic crime were still 'not enough to stem a multi-jurisdictional, multi-billion pound threat'.",kentonline.co.uk,10591,news,GB,en,PA News,https://www.kentonline.co.uk/_media/img/OPCKWDZBHR6M54EFWTGD.jpg,False,@Kent_Online,9.502394,8fc4710b2c4ef809060c141c9c70a3bf,,,Crime
22,The Safest City In Michigan,Logan DeLoye,3/31/23 16:51,full,https://www.iheart.com/content/2023-03-31-the-safest-city-in-michigan/,iheart.com,Safe Wise put together a list of the safest places to live in each state. | iHeart,"Safety is a very important factor to consider when traveling or moving to a new city. Wether you have a family or are traveling solo, the peace of mind that comes with feeling safe should be a priority. Some places across Michigan are known for being safer than others. One town in particular boasts the lowest crime rate in the entire state. Though there are many safe areas to live in Michigan only one can be the safest!

According to a list compiled by SafeWise, the safest place to live in Michigan is Addison Township.",iheart.com,799,news,US,en,Logan DeLoye,https://i.iheart.com/v3/re/new_assets/642701398a8d5f78427b8d6c,False,@iHeartRadio,9.500382,9ddde4123022071c2594c05a3938470c,,,Crime
23,The Safest City In California,Logan DeLoye,3/31/23 17:04,full,https://www.iheart.com/content/2023-03-31-the-safest-city-in-california/,iheart.com,Safe Wise put together a list of the safest places to live in each state. | iHeart,"Safety is a very important factor to consider when traveling or moving to a new city. Wether you have a family or are traveling solo, the peace of mind that comes with feeling safe should be a priority. Some places across California are known for being safer than others. One town in particular boasts the lowest crime rates in the entire state. Though there are many safe areas to live in California, only one can be the safest!

According to a list compiled by SafeWise, the safest place to live in California is Danville.",iheart.com,799,news,US,en,Logan DeLoye,https://i.iheart.com/v3/re/new_assets/6427015f30693378e7bd3fbc,False,@iHeartRadio,9.496377,49f7618fa19bb77ff3c0d97020bce409,,,Crime
24,The Safest City In Minnesota,Logan DeLoye,3/31/23 16:53,full,https://www.iheart.com/content/2023-03-31-the-safest-city-in-minnesota/,iheart.com,Safe Wise put together a list of the safest places to live in each state. | iHeart,"Safety is a very important factor to consider when traveling or moving to a new city. Wether you have a family or are traveling solo, the peace of mind that comes with feeling safe should be a priority. Some places across Minnesota are known for being safer than others. One town in particular boasts the lowest crime rate in the entire state. Though there are many safe areas to live in Minnesota only one can be the safest!

According to a list compiled by SafeWise, the safest place to live in Minnesota is Montevideo.",iheart.com,799,news,US,en,Logan DeLoye,https://i.iheart.com/v3/re/new_assets/6426fe44fa2f6d904d916a5c,False,@iHeartRadio,9.496377,d7e0d9aa7ad37c43c04994a315768a4b,,,Crime
26,DC leaders grilled on crime by GOP at congressional hearings,Tom Fitzgerald,3/29/23 20:22,full,https://www.fox5dc.com/news/dc-leaders-grilled-on-crime-by-gop-at-congressional-hearings,fox5dc.com,Top D.C. government officials faced a grilling from House Republicans Wednesday over crime in the District.,"WASHINGTON
 - 
Top D.C. government officials faced a grilling from House Republicans Wednesday over crime in the District. 
 
Congress is increasing pressure on D.C to stop violent crime, especially after a 
Senate staffer was stabbed
 earlier this week and a 
Congresswoman was attacked inside her apartment building
 last month. 
 
Wednesday's House Oversight Committee hearing looked at not only increasing crime, but local laws that the GOP says are making the problem worse.  
 
""Radical left-wing policies have led to a crime crisis,"" says Republican Chairman James Comer.",fox5dc.com,8566,news,US,en,Tom Fitzgerald,https://images.foxtv.com/static.fox5dc.com/www.fox5dc.com/content/uploads/2021/08/1280/720/GettyImages-1234622127-e1628864786704.jpg?ve=1&tl=1,False,@fox5dc,9.4875145,ff391d3a19a30d1a04a26a13c42b99c5,,,Crime
28,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,,4/1/23 0:00,date,https://www.wistv.com/prnewswire/2023/04/01/mcgruff-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo/,wistv.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog® launch a new dog shampoo beauty…","The iconic crime dog shares his beauty secrets with the world 
WASHINGTON
, 
April 1, 2023
 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog
®
 launch a new dog shampoo beauty line, ""Barking Beauty"".
ncpc.org (PRNewsfoto/National Crime Prevention Counc)
(PRNewswire)
The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.",wistv.com,10887,news,US,en,,https://www.wistv.com/pf/resources/images/logo-icons/wistv.svg?d=325,False,@wis10,9.480416,99aba21ed444eca0f2f3f8ef4dce0573,,,Crime
30,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,,4/1/23 0:00,date,https://www.nbc12.com/prnewswire/2023/04/01/mcgruff-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo/,nbc12.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog® launch a new dog shampoo beauty…","The iconic crime dog shares his beauty secrets with the world 
WASHINGTON
, 
April 1, 2023
 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog
®
 launch a new dog shampoo beauty line, ""Barking Beauty"".
ncpc.org (PRNewsfoto/National Crime Prevention Counc)
(PRNewswire)
The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.",nbc12.com,8660,news,US,en,,https://www.nbc12.com/pf/resources/images/logo-icons/wwbt.svg?d=325,False,@NBC12,9.473545,c19453c145c2b76334253947e610a145,,,Crime
31,Unexplained wealth orders crack down on organized crime,Ein News,3/30/23 18:25,full,https://www.einnews.com/pr_news/625252469/unexplained-wealth-orders-crack-down-on-organized-crime,einnews.com,"CANADA, March 30 - The B.C. government is targeting organized crime by creating a new suite of tools to seize proceeds of crime, such as fast cars, glamourous","CANADA, March 30 - The B.C. government is targeting organized crime by creating a new suite of tools to seize proceeds of crime, such as fast cars, glamourous homes and luxury goods, making gang life unprofitable.

Government is making a number of amendments to the Civil Forfeiture Act, including the creation of unexplained wealth orders (UWOs). These orders will require people to explain how they acquired their assets if there is suspicion of unlawful activity. They are a powerful tool that will help the government pierce common money-laundering techniques, such as hiding assets with family members or associates, and removing the benefits of organized crime.",einnews.com,3825,news,UA,en,EIN News,https://live.staticflickr.com/65535/52781907178_44cef637fb_b.jpg,False,,9.471306,fabfe6844260920f9a8cdb88347b4ef0,,,Crime
32,Whitehaven officer shooting interrupts Memphis crime summit,Rya Wooten,3/31/23 12:30,timezone unknown,https://www.msn.com/en-us/news/crime/officer-shooting-takes-attention-away-from-memphis-crime-summit/ar-AA19jwJH,msn.com,Councilmembers and local law enforcement organized the Memphis crime summit to discuss ways to decrease crime in the city.,"Memphis city councilmembers, local and state officials, and Memphis law enforcement all met Thursday night to discuss ways to decrease crime.
Ironically, at the same time that leaders gathered at First Baptist Church on Broad Ave. sharing ways to better manage increasing crime in the city, two Memphis police officers were shot while responding to an armed person call in Whitehaven near the 1200 block of East Raines Rd.
Load Error
Both officers and the suspect were transported to Regional One Hospital in critical condition.",msn.com,100,news,US,en,Rya Wooten,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA19jac7.img?h=315&w=600&m=6&q=60&o=t&l=f&f=jpg,False,,9.466682,c8fd06049f174db55089a078228b5416,,,Crime
33,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,,4/1/23 14:14,full,https://www.einpresswire.com/article/625549364/mcgruff-the-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo,einpresswire.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the","The iconic crime dog shares his beauty secrets with the world 


WASHINGTON
, 
April 1, 2023
 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog
®
 launch a new dog shampoo beauty line, ""Barking Beauty"".
 
The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.


""We keep hearing it. Everyone wants McGruff back,"" said 
Paul DelPonte
, Executive Director at the National Crime Prevention Council.",einpresswire.com,12453,news,US,en,,https://www.benzinga.com/next-assets/images/schema-image-default.png,False,,9.466625,ed615837458c425172251d92dd346f44,,,Crime
34,"State of Missouri to observe National Crime Victims' Rights Week with Capitol ceremony on Thursday, April 27",Missouri Department,3/31/23 15:59,full,https://www.einnews.com/pr_news/625381909/state-of-missouri-to-observe-national-crime-victims-rights-week-with-capitol-ceremony-on-thursday-april-27,einnews.com,"FOR IMMEDIATE RELEASE March 30, 2023 State of Missouri to observe National Crime Victims' Rights Week with Capitol ceremony on Thursday, April 27 Governor Mike","FOR IMMEDIATE RELEASE
March 30, 2023

State of Missouri to observe National Crime Victims' Rights Week with Capitol ceremony on Thursday, April 27

Governor Mike Parson has proclaimed April 23-29 as Crime Victims' Rights Week in Missouri, which coincides with National Crime Victims' Rights Week. This year, Missouri Attorney General Andrew Bailey will be the keynote speaker at the annual observation hosted by the Missouri Department of Public Safety Office for Victims of Crime. The event, which also includes displays, information and representatives of victim service organizations, will be held on April 27 at noon on the south steps of the Capitol.",einnews.com,3825,news,UA,en,"EIN News,Missouri Department",https://cms.mo.gov/sites/cms/files/news_releases/2023-04-27%20CVRW%20Slider%20survivor-voices-slider.jpg,False,,9.465192,72120e195314cc4759896f117f2df595,,,Crime
35,"To battle nationwide violent crime, a former Trump official looks to Dallas for answers",Sarah Bahari,3/30/23 22:14,full,https://www.dallasnews.com/news/crime/2023/03/30/to-battle-violent-crime-a-former-trump-official-looks-to-dallas-for-answers/,dallasnews.com,"As crime ticked upward in some U.S. cities, Dallas bucked that trend. Why?","For the past three years, crimes rates in some U.S. cities appeared bleak: Rates of homicides and shootings, long on the decline, ticked upward.

Police in Dallas, however, reported a drop in murders and violent crime in both 2021 and 2022.

'What's the secret sauce?' asked Ja'Ron Smith, head of the nonprofit Public Safety Solutions for America, which hosted a panel Thursday in Dallas to address public safety. Co-hosts included the conservative thinktanks Americans for Prosperity and Right on Crime.",dallasnews.com,1051,news,US,en,"Sarah Bahari,Sarah.Bahari Dallasnews.Com",https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/ggTtpGLqlpG7rUL3RF_FCCv5f-0=/1200x630/smart/filters:no_upscale()/cloudfront-us-east-1.images.arcpublishing.com/dmn/GP4A6WJXDZHXXHNSJK6P4XHM4U.jpg,False,@dallasnews,9.464512,478e25ae07c61c2996a2765cf544f02d,,,Crime
37,"Do You Actively Avoid Consuming True Crime Content? If So, I Need To Know Why!",Juliette Perks,3/29/23 21:15,full,https://www.buzzfeed.com/julietteperks/do-you-avoid-true-crime-content,buzzfeed.com,"If you avoided the Jeffrey Dahmer documentary and other true crime content, I need the deets.","Over the years, True Crime content seems to be more of a thing.

Whether it's the latest Netflix show on serial killers like Jeffrey Dahmer or Ted Bundy, or it's a popular podcast or youtube account dedicated to recounting the chilling events of past crimes...or maybe it's an entire book dedicated to school shootings (like Columbine), it's safe to say, there is a LOT of accessible content about true crime.

Some of us are happy to delve right into the deets (you should see my goodreads).

I personally engage with a fair bit of true crime content because as horrifying as it is, it is a part of the world we live in, so I can't help but want to know more than the brief news clips we may get shown about something.","Copyright 2023 BuzzFeed, Inc.",258,news,US,en,"Buzzfeed Contributor,Juliette Perks",https://img.buzzfeed.com/buzzfeed-static/static/2023-03/27/21/campaign_images/c10fa1696042/do-you-actively-avoid-consuming-true-crime-conten-3-2691-1679952069-0_dblbig.jpg,False,@buzzfeeders,9.458966,0247f59ebb51054ee060b63e89cd565e,,,Crime
38,Creating A Focus On Car Theft In Tāmaki Makaurau Auckland,,4/5/23 4:45,timezone unknown,https://community.scoop.co.nz/2023/04/creating-a-focus-on-car-theft-in-tamaki-makaurau-auckland/,scoop.co.nz,"Press Release – Crime Stoppers NZ Crime Stoppers wants to put a focus on preventing car thefts and reducing the growing number of vehicle crimes. Starting on Friday 7 April, a Tmaki Makaurau Auckland…","Press Release – Crime Stoppers NZ


 Crime Stoppers wants to put a focus on preventing car thefts and reducing the growing number of vehicle crimes. Starting on Friday 7 April, a Tmaki Makaurau Auckland based campaign by Crime Stoppers will focus on local community car theft awareness. …


Crime Stoppers wants to put a focus on preventing car thefts and reducing the growing number of vehicle crimes.


Starting on Friday 7 April, a Tāmaki Makaurau Auckland based campaign by Crime Stoppers will focus on local community car theft awareness.",scoop.co.nz,4471,news,NZ,en,,https://img.scoop.co.nz/stories/images/1509/scoop_placeholder.jpg,False,,9.453621,b48d61b2e46b7b5d44783c4501f60f88,,,Crime
39,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,,4/1/23 0:00,date,https://www.wave3.com/prnewswire/2023/04/01/mcgruff-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo/,wave3.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog® launch a new dog shampoo beauty…","The iconic crime dog shares his beauty secrets with the world 
WASHINGTON
, 
April 1, 2023
 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog
®
 launch a new dog shampoo beauty line, ""Barking Beauty"".
ncpc.org (PRNewsfoto/National Crime Prevention Counc)
(PRNewswire)
The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.",wave3.com,11547,news,US,en,,https://www.wave3.com/pf/resources/images/logo-icons/wave.svg?d=325,False,@wave3news,9.453559,5fa1933bd2eb3a182adf0f8e3f0278a9,,,Crime
40,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,,4/1/23 0:00,date,https://www.alaskasnewssource.com/prnewswire/2023/04/01/mcgruff-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo/,alaskasnewssource.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog® launch a new dog shampoo beauty…","The iconic crime dog shares his beauty secrets with the world 
WASHINGTON
, 
April 1, 2023
 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog
®
 launch a new dog shampoo beauty line, ""Barking Beauty"".
ncpc.org (PRNewsfoto/National Crime Prevention Counc)
(PRNewswire)
The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.",alaskasnewssource.com,13222,news,US,en,,https://www.alaskasnewssource.com/pf/resources/images/logo-icons/ktuu.svg?d=325,False,@AKNewsNow,9.451532,fba6fd15f7ef484acc040b2c09114af8,,,Crime
41,McGruff the Crime Dog® launches limited-edition Barking Beauty Dog Shampoo,,4/1/23 0:00,date,https://www.wkyt.com/prnewswire/2023/04/01/mcgruff-crime-dog-launches-limited-edition-barking-beauty-dog-shampoo/,wkyt.com,"The iconic crime dog shares his beauty secrets with the world WASHINGTON, April 1, 2023 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog® launch a new dog shampoo beauty…","The iconic crime dog shares his beauty secrets with the world 
WASHINGTON
, 
April 1, 2023
 /PRNewswire/ -- The National Crime Prevention Council and McGruff the Crime Dog
®
 launch a new dog shampoo beauty line, ""Barking Beauty"".
ncpc.org (PRNewsfoto/National Crime Prevention Counc)
(PRNewswire)
The limited-edition shampoo line uses real, ethically made ingredients, to make even the unruliest dogs shine as bright as the crime dog himself. McGruff is releasing four different scents as part of his breakthrough in the beauty world.",wkyt.com,12361,news,US,en,,https://www.wkyt.com/pf/resources/images/logo-icons/wkyt.svg?d=325,False,@wkyt,9.4437065,2dec92aefd87fb031d2c8be73e0360b7,,,Crime
43,UK Unveils Plan to Lead Fight Against Economic Crime,Mirage News,3/30/23 10:55,full,https://www.miragenews.com/uk-unveils-plan-to-lead-fight-against-economic-977874,miragenews.com,Corrupt elites and criminal gangs who abuse our financial system will be identified and stripped of their cash through a new plan to tackle economic,"Corrupt elites and criminal gangs who abuse our financial system will be identified and stripped of their cash through a new plan to tackle economic crime.

The Economic Crime Plan 2 builds on the foundations of its predecessor with new actions to improve the system-wide response to economic crime through enhanced cooperation between government, law enforcement, supervisory agencies and the private sector.

Our response to economic crime will be bolstered by 475 new highly trained financial crime investigators, spread across intelligence, enforcement and asset recovery at key agencies.",miragenews.com,16944,news,US,en,Mirage News,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/image_data/file/180839/s960_British_pounds_money.jpg,False,,9.43875,88603b20914e484ac03e34e8b75c3168,,,Crime
45,Crime report shows Colorado No. 1 for violent crime and many victims aren't reporting,Shaun Boyd,4/3/23 23:38,full,https://www.cbsnews.com/colorado/news/crime-report-colorado-violent-crime-victims/,cbsnews.com,A newly released report by the Department of Justice finds Colorado has the highest rate of violent crime victimizations in the country - more than twice the national average.,"A newly released report by the Department of Justice finds Colorado has the highest rate of violent crime victimizations in the country - more than twice the national average. And the state is number two in property crime victimizations.

The data was collected between 2017 and 2019, before COVID, but crime has only gotten worse since then.

What makes the report different from other crime statistics is that, for the first time, it includes a survey of people who say they were victims of crime but didn't report it to the police.",cbsnews.com,204,news,US,en,Shaun Boyd,https://assets3.cbsnewsstatic.com/hub/i/r/2014/08/21/112c4a20-ad32-43fa-be7f-1a90ab866656/thumbnail/1200x630/29e8932e452a58ac93444aaabffb825e/denver-police-badge-generic-crime-tape.jpg,False,@https://twitter.com/cbs4shaun,9.435841,a5be2840c5ce1fdc1736d37c8a88e475,,,Crime
46,"Watch: DC Council Chair Claims 'There Is No Crime Crisis,' It Backfires Almost Immediately",Sister Toldjah,3/30/23 0:15,timezone unknown,https://redstate.com/sister-toldjah/2023/03/29/watch-dc-council-chair-claims-there-is-no-crime-crisis-it-backfires-almost-immediately-n723359,redstate.com,"Crime continues to be a problem for Democrats, and this guy just made it worse.","Democrats and their media allies have been 
gaslighting the hell
 out of the American people for years now about the 
crime crisis
 (and their response to it) going on in Democrat-run cities in this country.
 
But a statement made by D.C Council Chair Phil Mendelson (D) about the crime problems plaguing our nation's capital city during a Congressional hearing on Wednesday just might take the cake as the Political Gaslighting Moment of All Time – especially considering what happened not long after Mendelson made the incredible claim.",redstate.com,5189,news,US,en,"Pj Media,Sister Toldjah",https://redstate.com/wp-content/uploads/media/2023/03/Phil-Mendelson-DCcouncilChair-1052x615.jpg,False,@RedState,9.432318,2a4a67aa0cf01acef0fc3e876a415ed6,,,Crime
